epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
550,8469.77,0.41908,0.29104,0.89429,0.90647,0.74284,0.86476,0.68293,1.04671,0.86101,1.40552,0.000156948,0.000156948,0.000156948
551,8485.13,0.41368,0.29101,0.89074,0.89073,0.75325,0.86213,0.67487,1.03843,0.86121,1.39803,0.000154198,0.000154198,0.000154198
552,8500.43,0.41038,0.2932,0.8969,0.89199,0.75076,0.86325,0.67257,1.03635,0.86934,1.39902,0.000151447,0.000151447,0.000151447
553,8515.77,0.40535,0.28662,0.88666,0.89169,0.74846,0.86302,0.6729,1.03638,0.87127,1.39891,0.000148696,0.000148696,0.000148696
554,8531.1,0.40727,0.28848,0.89504,0.89462,0.74924,0.86386,0.67296,1.04028,0.86831,1.40226,0.000145946,0.000145946,0.000145946
555,8546.59,0.41742,0.29035,0.8868,0.89796,0.75355,0.86871,0.66999,1.03836,0.86466,1.39716,0.000143195,0.000143195,0.000143195
556,8561.97,0.41607,0.29367,0.89562,0.89369,0.7504,0.86688,0.67034,1.03896,0.862,1.39867,0.000140445,0.000140445,0.000140445
557,8577.27,0.3972,0.28979,0.89472,0.88735,0.73686,0.86599,0.66981,1.04221,0.87246,1.40118,0.000137694,0.000137694,0.000137694
558,8592.6,0.4049,0.28423,0.89459,0.88862,0.73487,0.86557,0.6667,1.03997,0.87324,1.39791,0.000134944,0.000134944,0.000134944
559,8607.82,0.41412,0.29143,0.89487,0.8909,0.73457,0.8685,0.6723,1.03441,0.86635,1.39422,0.000132193,0.000132193,0.000132193
560,8623.08,0.39792,0.28432,0.89569,0.90831,0.73539,0.87201,0.67101,1.03502,0.86238,1.39652,0.000129443,0.000129443,0.000129443
561,8638.49,0.40517,0.29293,0.89587,0.91182,0.73448,0.87057,0.67313,1.03698,0.87222,1.39893,0.000126692,0.000126692,0.000126692
562,8653.82,0.40123,0.28927,0.88684,0.9188,0.73698,0.87236,0.67147,1.03512,0.87353,1.39798,0.000123941,0.000123941,0.000123941
563,8669.14,0.40783,0.29239,0.89551,0.91807,0.73706,0.8738,0.67588,1.03971,0.8752,1.40453,0.000121191,0.000121191,0.000121191
564,8684.49,0.39996,0.28212,0.89819,0.92315,0.73918,0.87311,0.67743,1.03452,0.87685,1.40014,0.00011844,0.00011844,0.00011844
565,8699.84,0.40315,0.28741,0.89454,0.92312,0.73882,0.8704,0.66953,1.03653,0.87454,1.40198,0.00011569,0.00011569,0.00011569
566,8715.18,0.40679,0.28469,0.89376,0.92316,0.73934,0.87075,0.66431,1.04097,0.87055,1.40494,0.000112939,0.000112939,0.000112939
567,8730.54,0.41045,0.2881,0.89403,0.92114,0.73991,0.87885,0.67479,1.04482,0.86357,1.40564,0.000110189,0.000110189,0.000110189
568,8745.84,0.40649,0.29241,0.89208,0.90566,0.72841,0.8775,0.67422,1.04515,0.85354,1.40453,0.000107438,0.000107438,0.000107438
569,8761.22,0.40949,0.28583,0.89536,0.89998,0.7237,0.87235,0.66846,1.04135,0.85954,1.39668,0.000104688,0.000104688,0.000104688
570,8776.61,0.4006,0.284,0.89077,0.89984,0.72593,0.87428,0.66974,1.04256,0.86288,1.39668,0.000101937,0.000101937,0.000101937
571,8792.02,0.40389,0.28392,0.88765,0.91948,0.73194,0.8665,0.66758,1.04615,0.87202,1.39405,9.91865e-05,9.91865e-05,9.91865e-05
572,8807.47,0.40623,0.29295,0.89217,0.89547,0.72346,0.87211,0.66686,1.04198,0.87277,1.38877,9.6436e-05,9.6436e-05,9.6436e-05
573,8822.74,0.40994,0.28853,0.89545,0.91293,0.72346,0.87469,0.67204,1.045,0.88341,1.38966,9.36854e-05,9.36854e-05,9.36854e-05
574,8838.09,0.4013,0.28525,0.88824,0.91595,0.72098,0.86693,0.66841,1.04485,0.89155,1.38958,9.09349e-05,9.09349e-05,9.09349e-05
575,8853.31,0.39903,0.29091,0.8937,0.91849,0.72255,0.86321,0.67497,1.04789,0.88723,1.39315,8.81843e-05,8.81843e-05,8.81843e-05
576,8868.59,0.40229,0.28883,0.88943,0.92173,0.72498,0.86639,0.66866,1.04761,0.88324,1.39402,8.54337e-05,8.54337e-05,8.54337e-05
577,8883.98,0.39858,0.28331,0.89168,0.92081,0.72444,0.8659,0.66802,1.04618,0.88442,1.39306,8.26832e-05,8.26832e-05,8.26832e-05
578,8899.37,0.40225,0.29236,0.89247,0.92298,0.71603,0.86573,0.66905,1.04135,0.88742,1.38748,7.99326e-05,7.99326e-05,7.99326e-05
579,8914.73,0.38906,0.27685,0.88941,0.9433,0.73147,0.85348,0.6715,1.04421,0.88873,1.38993,7.71821e-05,7.71821e-05,7.71821e-05
580,8930.04,0.39351,0.27845,0.88839,0.92272,0.71607,0.85382,0.66275,1.04655,0.89255,1.39429,7.44316e-05,7.44316e-05,7.44316e-05
581,8945.38,0.40159,0.28529,0.89466,0.92605,0.7183,0.85465,0.66524,1.04722,0.89429,1.39482,7.1681e-05,7.1681e-05,7.1681e-05
582,8960.79,0.39881,0.28172,0.8923,0.92486,0.71787,0.84841,0.66707,1.04631,0.88446,1.39569,6.89304e-05,6.89304e-05,6.89304e-05
583,8976.06,0.38725,0.28558,0.88879,0.92488,0.71751,0.84943,0.66735,1.04475,0.87069,1.39553,6.61799e-05,6.61799e-05,6.61799e-05
584,8991.47,0.39711,0.28423,0.89063,0.92495,0.71811,0.84736,0.66259,1.04833,0.87489,1.39931,6.34293e-05,6.34293e-05,6.34293e-05
585,9006.74,0.39988,0.2869,0.8917,0.92561,0.7185,0.84912,0.66483,1.04539,0.873,1.39565,6.06788e-05,6.06788e-05,6.06788e-05
586,9022.11,0.40132,0.28548,0.89011,0.92504,0.7185,0.84901,0.66656,1.04669,0.8822,1.39558,5.79283e-05,5.79283e-05,5.79283e-05
587,9037.5,0.38673,0.27495,0.88771,0.92258,0.71603,0.84678,0.66367,1.04528,0.88219,1.39379,5.51777e-05,5.51777e-05,5.51777e-05
588,9052.9,0.38952,0.27991,0.8862,0.92455,0.7185,0.8385,0.66109,1.04186,0.87863,1.39052,5.24271e-05,5.24271e-05,5.24271e-05
589,9068.21,0.40209,0.28238,0.89635,0.9212,0.72098,0.8381,0.66408,1.03946,0.88376,1.38856,4.96766e-05,4.96766e-05,4.96766e-05
590,9083.49,0.40445,0.28409,0.89354,0.91697,0.72098,0.85001,0.66525,1.03842,0.88291,1.38927,4.6926e-05,4.6926e-05,4.6926e-05
591,9119.18,0.34541,0.22897,0.83709,0.92224,0.72201,0.84281,0.66408,1.04107,0.87863,1.39434,4.41755e-05,4.41755e-05,4.41755e-05
592,9134.66,0.3505,0.22718,0.84285,0.93998,0.73672,0.84611,0.66012,1.04701,0.88746,1.39916,4.1425e-05,4.1425e-05,4.1425e-05
593,9149.99,0.33496,0.22388,0.84861,0.93544,0.73361,0.84398,0.65721,1.0491,0.89569,1.40205,3.86744e-05,3.86744e-05,3.86744e-05
594,9165.29,0.32377,0.21901,0.83592,0.93659,0.73322,0.84156,0.65285,1.05028,0.90151,1.40309,3.59239e-05,3.59239e-05,3.59239e-05
595,9180.64,0.32355,0.21417,0.83278,0.93566,0.73293,0.84281,0.65464,1.05195,0.90607,1.40343,3.31733e-05,3.31733e-05,3.31733e-05
596,9196.03,0.31886,0.21187,0.82807,0.94673,0.72926,0.84798,0.65221,1.054,0.91296,1.40614,3.04227e-05,3.04227e-05,3.04227e-05
597,9211.28,0.31783,0.21275,0.83259,0.94144,0.7308,0.8428,0.65222,1.0574,0.9241,1.40936,2.76722e-05,2.76722e-05,2.76722e-05
598,9226.52,0.33011,0.21983,0.84756,0.91583,0.7308,0.84376,0.65235,1.05863,0.91761,1.40935,2.49217e-05,2.49217e-05,2.49217e-05
599,9241.82,0.32663,0.21563,0.83993,0.92124,0.72875,0.84453,0.65078,1.06119,0.91864,1.41242,2.21711e-05,2.21711e-05,2.21711e-05
600,9257.11,0.31733,0.20728,0.82695,0.91925,0.72832,0.84384,0.65141,1.06325,0.91751,1.41388,1.94206e-05,1.94206e-05,1.94206e-05
